# Курируемый сид «слово → ветка сада». Формат:  лемма <TAB> branchId  (# — комментарий).
# branchId должен существовать в topics.tsv (food/animals/nature/body/people/emotions/home/
#   clothing/travel/time/science/work-society/leisure).
# Зачем: у общих слов Викисловарь НЕ тегает очевидный смысл (dog=собака без категории), поэтому
#   тему бытовой лексики задаём здесь руками. Это в ПРИОРИТЕТЕ над авто-категориями; слова не из
#   списка раскладываются по kaikki-категориям (фолбэк) либо уходят в «Разное».
# Разметка по частому смыслу слова. Спорные/абстрактные (back, state, thing) намеренно опущены.
#
# ================= ВРЕМЯ И КАЛЕНДАРЬ =================
curtain	home
carpet	home
pillow	home
blanket	home
towel	home
soap	home
garden	home
garage	home
apartment	home
shelf	home
drawer	home
oven	home
fridge	home
stove	home
sink	home
toilet	home
shower	home
closet	home
basement	home
stairs	home
# ================= ОДЕЖДА =================
clothes	clothing
clothing	clothing
shirt	clothing
dress	clothing
pants	clothing
trousers	clothing
jeans	clothing
skirt	clothing
jacket	clothing
coat	clothing
sweater	clothing
suit	clothing
tie	clothing
hat	clothing
cap	clothing
shoe	clothing
boot	clothing
sock	clothing
glove	clothing
scarf	clothing
belt	clothing
pocket	clothing
sleeve	clothing
collar	clothing
uniform	clothing
underwear	clothing
sandal	clothing
sneaker	clothing
fashion	clothing
outfit	clothing
costume	clothing
blouse	clothing
shorts	clothing
vest	clothing
# ================= ГОРОД И ТРАНСПОРТ =================
travel	travel
car	travel
bus	travel
train	travel
plane	travel
airplane	travel
bike	travel
bicycle	travel
taxi	travel
truck	travel
ship	travel
boat	travel
road	travel
street	travel
highway	travel
bridge	travel
station	travel
airport	travel
city	travel
town	travel
village	travel
map	travel
ticket	travel
journey	travel
trip	travel
tour	travel
hotel	travel
traffic	travel
driver	travel
passenger	travel
wheel	travel
fuel	travel
route	travel
luggage	travel
suitcase	travel
passport	travel
subway	travel
metro	travel
motorcycle	travel
van	travel
ferry	travel
harbor	travel
parking	travel
sidewalk	travel
tunnel	travel
railway	travel
# ================= ЭМОЦИИ И ЧУВСТВА =================
love	emotions
hate	emotions
fear	emotions
joy	emotions
happiness	emotions
sadness	emotions
anger	emotions
hope	emotions
worry	emotions
stress	emotions
emotion	emotions
feeling	emotions
happy	emotions
sad	emotions
angry	emotions
afraid	emotions
excited	emotions
nervous	emotions
proud	emotions
jealous	emotions
lonely	emotions
calm	emotions
upset	emotions
glad	emotions
scared	emotions
worried	emotions
anxious	emotions
cheerful	emotions
pride	emotions
shame	emotions
guilt	emotions
envy	emotions
passion	emotions
desire	emotions
mood	emotions
# ================= НАУКА И ТЕХНИКА =================
science	science
technology	science
computer	science
internet	science
software	science
hardware	science
data	science
code	science
network	science
website	science
email	science
digital	science
physics	science
chemistry	science
biology	science
mathematics	science
engineering	science
laptop	science
keyboard	science
screen	science
monitor	science
server	science
database	science
algorithm	science
robot	science
machine	science
engine	science
electricity	science
atom	science
molecule	science
gene	science
theory	science
scientist	science
laboratory	science
satellite	science
app	science
download	science
upload	science
browser	science
# ================= РАБОТА И ОБЩЕСТВО =================
business	work-society
company	work-society
office	work-society
job	work-society
money	work-society
market	work-society
bank	work-society
account	work-society
tax	work-society
customer	work-society
profit	work-society
salary	work-society
economy	work-society
finance	work-society
trade	work-society
industry	work-society
factory	work-society
management	work-society
marketing	work-society
government	work-society
law	work-society
court	work-society
judge	work-society
lawyer	work-society
police	work-society
army	work-society
war	work-society
military	work-society
soldier	work-society
politics	work-society
election	work-society
vote	work-society
country	work-society
nation	work-society
society	work-society
religion	work-society
church	work-society
contract	work-society
insurance	work-society
budget	work-society
loan	work-society
debt	work-society
cash	work-society
currency	work-society
stock	work-society
# ================= СПОРТ И ИСКУССТВО =================
music	leisure
song	leisure
game	leisure
video	leisure
film	leisure
movie	leisure
sport	leisure
sports	leisure
art	leisure
painting	leisure
dance	leisure
theater	leisure
photo	leisure
photography	leisure
camera	leisure
story	leisure
novel	leisure
poem	leisure
guitar	leisure
piano	leisure
violin	leisure
band	leisure
concert	leisure
festival	leisure
hobby	leisure
museum	leisure
gallery	leisure
cinema	leisure
television	leisure
radio	leisure
poker	leisure
chess	leisure
football	leisure
basketball	leisure
tennis	leisure
golf	leisure
baseball	leisure
soccer	leisure
gym	leisure
player	leisure
team	leisure
toy	leisure
puzzle	leisure
artist	leisure
singer	leisure
actor	leisure
musician	leisure
# ================= ПРИНУДИТЕЛЬНО «РАЗНОЕ» (ветка «-») =================
# Подавляем мусорный фолбэк по категориям: у этих общих слов kaikki-категория тянет не в ту
# ветку (media→Anatomy, last→Footwear, private→Computing…), а своей темы у слова нет.
media	-
last	-
small	-
long	-
large	-
private	-
library	-
model	-
